Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
IQ,Government & Politics,IQ|Government & Politics,41.00,41.00,10.00,10.00,399.00,100%,9.73,39.9,0.97,570,1.43,208,0.52,787,78.7,19.2,1.92,1,0.1,0.02,0,10,1,0.24,0.02
IR,Government & Politics,IR|Government & Politics,41.00,41.00,8.00,7.00,1155.00,100%,28.17,165,4.02,31,0.03,69,0.06,302,43.14,7.37,1.05,2,0.29,0.05,0.01,2,0.29,0.05,0.01
IS,Government & Politics,IS|Government & Politics,41.00,3.00,2.00,2.00,7.00,7%,2.33,3.5,1.17,22,3.14,0,0,34,17,11.33,5.67,0,0,0,0,0,0,0,0
IT,Government & Politics,IT|Government & Politics,41.00,41.00,198.00,188.00,21782.00,100%,531.27,115.86,2.83,"25,117",1.15,"5,870",0.27,"24,279",129.14,592.17,3.15,147,0.78,3.59,0.02,768,4.09,18.73,0.1
JO,Government & Politics,JO|Government & Politics,41.00,41.00,20.00,18.00,1257.00,100%,30.66,69.83,1.7,564,0.45,147,0.12,"1,348",74.89,32.88,1.83,4,0.22,0.1,0.01,19,1.06,0.46,0.03
JP,Government & Politics,JP|Government & Politics,41.00,41.00,1892.00,1503.00,103730.00,100%,"2,530.00",69.02,1.68,"33,578",0.32,"6,874",0.07,"55,322",36.81,"1,349.32",0.9,72,0.05,1.76,0,"1,700",1.13,41.46,0.03
KE,Government & Politics,KE|Government & Politics,41.00,41.00,47.00,44.00,2649.00,100%,64.61,60.2,1.47,"2,671",1.01,"1,184",0.45,"5,631",127.98,137.34,3.12,9,0.2,0.22,0,116,2.64,2.83,0.06
KG,Government & Politics,KG|Government & Politics,41.00,20.00,4.00,2.00,45.00,49%,2.25,22.5,1.13,5,0.11,0,0,18,9,0.9,0.45,0,0,0,0,0,0,0,0
KH,Government & Politics,KH|Government & Politics,41.00,11.00,1.00,1.00,40.00,27%,3.64,40,3.64,185,4.63,0,0,157,157,14.27,14.27,1,1,0.09,0.09,1,1,0.09,0.09
KR,Government & Politics,KR|Government & Politics,41.00,41.00,129.00,93.00,11560.00,100%,281.95,124.3,3.03,"2,055",0.18,"1,098",0.09,"8,907",95.77,217.24,2.34,26,0.28,0.63,0.01,62,0.67,1.51,0.02
KW,Government & Politics,KW|Government & Politics,41.00,41.00,27.00,23.00,7162.00,100%,174.68,311.39,7.59,"2,746",0.38,"1,178",0.16,"2,488",108.17,60.68,2.64,4,0.17,0.1,0,326,14.17,7.95,0.35
KZ,Government & Politics,KZ|Government & Politics,41.00,40.00,6.00,6.00,338.00,98%,8.45,56.33,1.41,206,0.61,3,0.01,366,61,9.15,1.53,3,0.5,0.08,0.01,1,0.17,0.03,0
LA,Government & Politics,LA|Government & Politics,41.00,20.00,2.00,2.00,36.00,49%,1.8,18,0.9,21,0.58,0,0,35,17.5,1.75,0.88,0,0,0,0,1,0.5,0.05,0.03
LB,Government & Politics,LB|Government & Politics,41.00,41.00,21.00,17.00,3659.00,100%,89.24,215.24,5.25,456,0.12,355,0.1,"2,754",162,67.17,3.95,0,0,0,0,11,0.65,0.27,0.02
LK,Government & Politics,LK|Government & Politics,41.00,40.00,14.00,13.00,287.00,98%,7.18,22.08,0.55,187,0.65,14,0.05,407,31.31,10.18,0.78,0,0,0,0,5,0.38,0.13,0.01
LT,Government & Politics,LT|Government & Politics,41.00,41.00,8.00,8.00,483.00,100%,11.78,60.38,1.47,708,1.47,36,0.07,929,116.13,22.66,2.83,2,0.25,0.05,0.01,16,2,0.39,0.05
LU,Government & Politics,LU|Government & Politics,41.00,41.00,61.00,59.00,4644.00,100%,113.27,78.71,1.92,"6,601",1.42,"1,035",0.22,"5,521",93.58,134.66,2.28,66,1.12,1.61,0.03,89,1.51,2.17,0.04
LV,Government & Politics,LV|Government & Politics,41.00,41.00,15.00,12.00,705.00,100%,17.2,58.75,1.43,840,1.19,578,0.82,"1,567",130.58,38.22,3.18,5,0.42,0.12,0.01,18,1.5,0.44,0.04
MA,Government & Politics,MA|Government & Politics,41.00,19.00,2.00,2.00,50.00,46%,2.63,25,1.32,120,2.4,4,0.08,168,84,8.84,4.42,1,0.5,0.05,0.03,2,1,0.11,0.05
MC,Government & Politics,MC|Government & Politics,41.00,39.00,2.00,1.00,292.00,95%,7.49,292,7.49,18,0.06,0,0,249,249,6.38,6.38,0,0,0,0,2,2,0.05,0.05
MD,Government & Politics,MD|Government & Politics,41.00,21.00,3.00,1.00,30.00,51%,1.43,30,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,Government & Politics,ME|Government & Politics,41.00,30.00,5.00,5.00,141.00,73%,4.7,28.2,0.94,181,1.28,0,0,302,60.4,10.07,2.01,2,0.4,0.07,0.01,12,2.4,0.4,0.08
MK,Government & Politics,MK|Government & Politics,41.00,31.00,3.00,3.00,110.00,76%,3.55,36.67,1.18,133,1.21,0,0,179,59.67,5.77,1.92,0,0,0,0,6,2,0.19,0.06
ML,Government & Politics,ML|Government & Politics,41.00,19.00,1.00,1.00,28.00,46%,1.47,28,1.47,1,0.04,0,0,48,48,2.53,2.53,0,0,0,0,0,0,0,0
MM,Government & Politics,MM|Government & Politics,41.00,24.00,1.00,1.00,44.00,59%,1.83,44,1.83,19,0.43,0,0,46,46,1.92,1.92,0,0,0,0,1,1,0.04,0.04
MN,Government & Politics,MN|Government & Politics,41.00,41.00,10.00,9.00,468.00,100%,11.41,52,1.27,640,1.37,13,0.03,"1,071",119,26.12,2.9,2,0.22,0.05,0.01,48,5.33,1.17,0.13
MT,Government & Politics,MT|Government & Politics,41.00,41.00,8.00,7.00,286.00,100%,6.98,40.86,1,"1,472",5.15,18,0.06,816,116.57,19.9,2.84,11,1.57,0.27,0.04,16,2.29,0.39,0.06
MV,Government & Politics,MV|Government & Politics,41.00,41.00,12.00,11.00,839.00,100%,20.46,76.27,1.86,"2,278",2.72,105,0.13,"1,911",173.73,46.61,4.24,7,0.64,0.17,0.02,73,6.64,1.78,0.16
MW,Government & Politics,MW|Government & Politics,41.00,5.00,1.00,1.00,6.00,12%,1.2,6,1.2,25,4.17,0,0,7,7,1.4,1.4,0,0,0,0,0,0,0,0
MX,Government & Politics,MX|Government & Politics,41.00,41.00,201.00,188.00,51032.00,100%,"1,244.68",271.45,6.62,"23,655",0.46,"18,392",0.36,"61,163",325.34,"1,491.78",7.94,"2,129",11.32,51.93,0.28,"1,566",8.33,38.2,0.2
MY,Government & Politics,MY|Government & Politics,41.00,40.00,5.00,5.00,439.00,98%,10.98,87.8,2.2,512,1.17,111,0.25,979,195.8,24.48,4.9,1,0.2,0.03,0.01,10,2,0.25,0.05
NA,Government & Politics,NA|Government & Politics,41.00,17.00,1.00,1.00,51.00,41%,3,51,3,29,0.57,0,0,57,57,3.35,3.35,0,0,0,0,1,1,0.06,0.06
NG,Government & Politics,NG|Government & Politics,41.00,41.00,37.00,32.00,2415.00,100%,58.9,75.47,1.84,"2,395",0.99,404,0.17,"2,622",81.94,63.95,2,1,0.03,0.02,0,46,1.44,1.12,0.04
NL,Government & Politics,NL|Government & Politics,41.00,41.00,190.00,175.00,7880.00,100%,192.2,45.03,1.1,"8,593",1.09,"10,307",1.31,"11,867",67.81,289.44,1.65,62,0.35,1.51,0.01,205,1.17,5,0.03
NO,Government & Politics,NO|Government & Politics,41.00,41.00,21.00,21.00,1243.00,100%,30.32,59.19,1.44,612,0.49,513,0.41,879,41.86,21.44,1.02,3,0.14,0.07,0,25,1.19,0.61,0.03
NP,Government & Politics,NP|Government & Politics,41.00,41.00,5.00,3.00,349.00,100%,8.51,116.33,2.84,132,0.38,23,0.07,209,69.67,5.1,1.7,5,1.67,0.12,0.04,2,0.67,0.05,0.02
NZ,Government & Politics,NZ|Government & Politics,41.00,41.00,18.00,16.00,962.00,100%,23.46,60.13,1.47,572,0.59,130,0.14,"1,231",76.94,30.02,1.88,7,0.44,0.17,0.01,16,1,0.39,0.02
OM,Government & Politics,OM|Government & Politics,41.00,41.00,74.00,73.00,4732.00,100%,115.41,64.82,1.58,"1,664",0.35,"3,524",0.74,"7,294",99.92,177.9,2.44,1,0.01,0.02,0,111,1.52,2.71,0.04
PA,Government & Politics,PA|Government & Politics,41.00,41.00,16.00,13.00,2010.00,100%,49.02,154.62,3.77,"7,161",3.56,597,0.3,"7,337",564.38,178.95,13.77,21,1.62,0.51,0.04,488,37.54,11.9,0.92
PE,Government & Politics,PE|Government & Politics,41.00,41.00,9.00,9.00,1911.00,100%,46.61,212.33,5.18,731,0.38,108,0.06,"2,573",285.89,62.76,6.97,22,2.44,0.54,0.06,38,4.22,0.93,0.1
PG,Government & Politics,PG|Government & Politics,41.00,26.00,1.00,1.00,66.00,63%,2.54,66,2.54,45,0.68,0,0,47,47,1.81,1.81,0,0,0,0,0,0,0,0
PH,Government & Politics,PH|Government & Politics,41.00,41.00,22.00,19.00,9172.00,100%,223.71,482.74,11.77,"1,079",0.12,"10,374",1.13,"11,607",610.89,283.1,14.9,148,7.79,3.61,0.19,59,3.11,1.44,0.08
PK,Government & Politics,PK|Government & Politics,41.00,41.00,8.00,8.00,472.00,100%,11.51,59,1.44,676,1.43,147,0.31,668,83.5,16.29,2.04,2,0.25,0.05,0.01,15,1.88,0.37,0.05
PL,Government & Politics,PL|Government & Politics,41.00,41.00,23.00,23.00,2439.00,100%,59.49,106.04,2.59,"1,420",0.58,"1,161",0.48,"2,861",124.39,69.78,3.03,12,0.52,0.29,0.01,30,1.3,0.73,0.03
PR,Government & Politics,PR|Government & Politics,41.00,18.00,3.00,3.00,44.00,44%,2.44,14.67,0.81,144,3.27,0,0,118,39.33,6.56,2.19,0,0,0,0,7,2.33,0.39,0.13
PT,Government & Politics,PT|Government & Politics,41.00,41.00,12.00,10.00,1304.00,100%,31.8,130.4,3.18,"1,066",0.82,120,0.09,"2,039",203.9,49.73,4.97,16,1.6,0.39,0.04,21,2.1,0.51,0.05
PY,Government & Politics,PY|Government & Politics,41.00,41.00,58.00,57.00,8710.00,100%,212.44,152.81,3.73,"5,124",0.59,"1,376",0.16,"12,475",218.86,304.27,5.34,9,0.16,0.22,0,149,2.61,3.63,0.06
QA,Government & Politics,QA|Government & Politics,41.00,41.00,36.00,32.00,4917.00,100%,119.93,153.66,3.75,"1,146",0.23,"1,087",0.22,"4,400",137.5,107.32,3.35,8,0.25,0.2,0.01,231,7.22,5.63,0.18
RO,Government & Politics,RO|Government & Politics,41.00,34.00,4.00,3.00,69.00,83%,2.03,23,0.68,12,0.17,0,0,9,3,0.26,0.09,0,0,0,0,0,0,0,0
RS,Government & Politics,RS|Government & Politics,41.00,40.00,9.00,9.00,439.00,98%,10.98,48.78,1.22,273,0.62,22,0.05,569,63.22,14.23,1.58,2,0.22,0.05,0.01,1,0.11,0.03,0
RU,Government & Politics,RU|Government & Politics,41.00,41.00,258.00,241.00,23642.00,100%,576.63,98.1,2.39,"16,416",0.69,"2,553",0.11,"25,832",107.19,630.05,2.61,228,0.95,5.56,0.02,340,1.41,8.29,0.03
RW,Government & Politics,RW|Government & Politics,41.00,38.00,11.00,11.00,864.00,93%,22.74,78.55,2.07,805,0.93,37,0.04,642,58.36,16.89,1.54,3,0.27,0.08,0.01,8,0.73,0.21,0.02
SA,Government & Politics,SA|Government & Politics,41.00,41.00,257.00,232.00,18573.00,100%,453,80.06,1.95,"6,271",0.34,"70,446",3.79,"20,530",88.49,500.73,2.16,15,0.06,0.37,0,583,2.51,14.22,0.06
SD,Government & Politics,SD|Government & Politics,41.00,4.00,1.00,1.00,5.00,10%,1.25,5,1.25,2,0.4,0,0,5,5,1.25,1.25,0,0,0,0,0,0,0,0
SE,Government & Politics,SE|Government & Politics,41.00,41.00,58.00,51.00,8831.00,100%,215.39,173.16,4.22,"4,889",0.55,"2,509",0.28,"3,316",65.02,80.88,1.59,126,2.47,3.07,0.06,85,1.67,2.07,0.04
SG,Government & Politics,SG|Government & Politics,41.00,41.00,23.00,23.00,956.00,100%,23.32,41.57,1.01,423,0.44,71,0.07,741,32.22,18.07,0.79,15,0.65,0.37,0.02,26,1.13,0.63,0.03
SI,Government & Politics,SI|Government & Politics,41.00,41.00,14.00,13.00,2693.00,100%,65.68,207.15,5.05,"2,086",0.77,116,0.04,"2,884",221.85,70.34,5.41,13,1,0.32,0.02,50,3.85,1.22,0.09
SK,Government & Politics,SK|Government & Politics,41.00,34.00,4.00,4.00,386.00,83%,11.35,96.5,2.84,462,1.2,12,0.03,608,152,17.88,4.47,6,1.5,0.18,0.04,15,3.75,0.44,0.11
SL,Government & Politics,SL|Government & Politics,41.00,24.00,1.00,1.00,99.00,59%,4.13,99,4.13,190,1.92,16,0.16,113,113,4.71,4.71,1,1,0.04,0.04,0,0,0,0
SN,Government & Politics,SN|Government & Politics,41.00,19.00,2.00,2.00,43.00,46%,2.26,21.5,1.13,8,0.19,1,0.02,36,18,1.89,0.95,1,0.5,0.05,0.03,2,1,0.11,0.05
SO,Government & Politics,SO|Government & Politics,41.00,41.00,9.00,9.00,641.00,100%,15.63,71.22,1.74,198,0.31,18,0.03,556,61.78,13.56,1.51,0,0,0,0,6,0.67,0.15,0.02
SR,Government & Politics,SR|Government & Politics,41.00,7.00,1.00,1.00,12.00,17%,1.71,12,1.71,2,0.17,0,0,1,1,0.14,0.14,0,0,0,0,0,0,0,0
SS,Government & Politics,SS|Government & Politics,41.00,33.00,2.00,2.00,72.00,80%,2.18,36,1.09,129,1.79,0,0,153,76.5,4.64,2.32,0,0,0,0,2,1,0.06,0.03
SV,Government & Politics,SV|Government & Politics,41.00,41.00,4.00,4.00,378.00,100%,9.22,94.5,2.3,60,0.16,19,0.05,96,24,2.34,0.59,0,0,0,0,0,0,0,0
SY,Government & Politics,SY|Government & Politics,41.00,25.00,1.00,1.00,62.00,61%,2.48,62,2.48,3,0.05,1,0.02,37,37,1.48,1.48,0,0,0,0,9,9,0.36,0.36
SZ,Government & Politics,SZ|Government & Politics,41.00,12.00,1.00,1.00,70.00,29%,5.83,70,5.83,39,0.56,0,0,35,35,2.92,2.92,0,0,0,0,0,0,0,0
TG,Government & Politics,TG|Government & Politics,41.00,21.00,2.00,2.00,41.00,51%,1.95,20.5,0.98,25,0.61,0,0,29,14.5,1.38,0.69,0,0,0,0,0,0,0,0
TH,Government & Politics,TH|Government & Politics,41.00,36.00,6.00,5.00,182.00,88%,5.06,36.4,1.01,"1,001",5.5,3,0.02,599,119.8,16.64,3.33,9,1.8,0.25,0.05,13,2.6,0.36,0.07
TL,Government & Politics,TL|Government & Politics,41.00,37.00,1.00,1.00,96.00,90%,2.59,96,2.59,25,0.26,0,0,28,28,0.76,0.76,1,1,0.03,0.03,0,0,0,0
TN,Government & Politics,TN|Government & Politics,41.00,26.00,4.00,3.00,108.00,63%,4.15,36,1.38,26,0.24,0,0,129,43,4.96,1.65,0,0,0,0,0,0,0,0
TR,Government & Politics,TR|Government & Politics,41.00,41.00,180.00,165.00,15985.00,100%,389.88,96.88,2.36,"8,996",0.56,"18,558",1.16,"39,796",241.19,970.63,5.88,42,0.25,1.02,0.01,584,3.54,14.24,0.09
TT,Government & Politics,TT|Government & Politics,41.00,23.00,1.00,1.00,127.00,56%,5.52,127,5.52,0,0,3,0.02,19,19,0.83,0.83,0,0,0,0,0,0,0,0
TV,Government & Politics,TV|Government & Politics,41.00,38.00,2.00,2.00,129.00,93%,3.39,64.5,1.7,80,0.62,0,0,91,45.5,2.39,1.2,0,0,0,0,2,1,0.05,0.03
TW,Government & Politics,TW|Government & Politics,41.00,34.00,2.00,2.00,62.00,83%,1.82,31,0.91,33,0.53,2,0.03,122,61,3.59,1.79,0,0,0,0,1,0.5,0.03,0.01
TZ,Government & Politics,TZ|Government & Politics,41.00,15.00,4.00,3.00,18.00,37%,1.2,6,0.4,2,0.11,4,0.22,16,5.33,1.07,0.36,0,0,0,0,0,0,0,0
UA,Government & Politics,UA|Government & Politics,41.00,40.00,18.00,15.00,1828.00,98%,45.7,121.87,3.05,430,0.24,41,0.02,"1,360",90.67,34,2.27,1,0.07,0.03,0,9,0.6,0.23,0.02
UG,Government & Politics,UG|Government & Politics,41.00,41.00,15.00,13.00,1606.00,100%,39.17,123.54,3.01,"1,043",0.65,412,0.26,"1,613",124.08,39.34,3.03,0,0,0,0,7,0.54,0.17,0.01
US,Government & Politics,US|Government & Politics,41.00,41.00,6053.00,5355.00,471647.00,100%,"11,503.59",88.08,2.15,"237,360",0.5,"76,481",0.16,"360,179",67.26,"8,784.85",1.64,"7,075",1.32,172.56,0.03,"9,311",1.74,227.1,0.04
UY,Government & Politics,UY|Government & Politics,41.00,41.00,8.00,8.00,839.00,100%,20.46,104.88,2.56,967,1.15,87,0.1,"1,000",125,24.39,3.05,4,0.5,0.1,0.01,36,4.5,0.88,0.11
VA,Government & Politics,VA|Government & Politics,41.00,4.00,1.00,1.00,5.00,10%,1.25,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VE,Government & Politics,VE|Government & Politics,41.00,41.00,23.00,22.00,12229.00,100%,298.27,555.86,13.56,"6,900",0.56,991,0.08,"11,666",530.27,284.54,12.93,189,8.59,4.61,0.21,817,37.14,19.93,0.91
VI,Government & Politics,VI|Government & Politics,41.00,11.00,1.00,1.00,20.00,27%,1.82,20,1.82,24,1.2,0,0,29,29,2.64,2.64,0,0,0,0,1,1,0.09,0.09
YE,Government & Politics,YE|Government & Politics,41.00,32.00,4.00,3.00,74.00,78%,2.31,24.67,0.77,264,3.57,2,0.03,178,59.33,5.56,1.85,2,0.67,0.06,0.02,0,0,0,0
ZA,Government & Politics,ZA|Government & Politics,41.00,41.00,20.00,18.00,5049.00,100%,123.15,280.5,6.84,"4,580",0.91,"1,149",0.23,"5,682",315.67,138.59,7.7,13,0.72,0.32,0.02,356,19.78,8.68,0.48
ZM,Government & Politics,ZM|Government & Politics,41.00,40.00,1.00,1.00,98.00,98%,2.45,98,2.45,1,0.01,1,0.01,83,83,2.08,2.08,0,0,0,0,0,0,0,0
ZW,Government & Politics,ZW|Government & Politics,41.00,7.00,1.00,1.00,10.00,17%,1.43,10,1.43,0,0,0,0,2,2,0.29,0.29,0,0,0,0,0,0,0,0
,Government & Politics,|Government & Politics,41.00,31.00,3.00,2.00,140.00,76%,4.52,70,2.26,372,2.66,104,0.74,108,54,3.48,1.74,1,0.5,0.03,0.02,2,1,0.06,0.03
AE,"Movies, Books & Other Entertainment","AE|Movies, Books & Other Entertainment",41.00,41.00,38.00,37.00,3189.00,100%,77.78,86.19,2.1,"1,058",0.33,821,0.26,"2,033",54.95,49.59,1.34,147,3.97,3.59,0.1,222,6,5.41,0.15
AF,"Movies, Books & Other Entertainment","AF|Movies, Books & Other Entertainment",41.00,35.00,1.00,1.00,475.00,85%,13.57,475,13.57,3,0.01,0,0,347,347,9.91,9.91,0,0,0,0,7,7,0.2,0.2
AR,"Movies, Books & Other Entertainment","AR|Movies, Books & Other Entertainment",41.00,41.00,37.00,35.00,40847.00,100%,996.27,"1,167.06",28.46,"5,345",0.13,689,0.02,"20,698",591.37,504.83,14.42,"1,320",37.71,32.2,0.92,394,11.26,9.61,0.27
AT,"Movies, Books & Other Entertainment","AT|Movies, Books & Other Entertainment",41.00,40.00,1.00,0.00,239.00,98%,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AU,"Movies, Books & Other Entertainment","AU|Movies, Books & Other Entertainment",41.00,41.00,435.00,382.00,52454.00,100%,"1,279.37",137.31,3.35,"24,641",0.47,"14,948",0.28,"30,945",81.01,754.76,1.98,"2,584",6.76,63.02,0.16,"1,717",4.49,41.88,0.11
BE,"Movies, Books & Other Entertainment","BE|Movies, Books & Other Entertainment",41.00,41.00,38.00,34.00,5816.00,100%,141.85,171.06,4.17,"2,574",0.44,860,0.15,"4,019",118.21,98.02,2.88,245,7.21,5.98,0.18,431,12.68,10.51,0.31
BH,"Movies, Books & Other Entertainment","BH|Movies, Books & Other Entertainment",41.00,40.00,1.00,0.00,448.00,98%,11.2,0,0,8,0.02,12,0.03,381,0,9.53,0,29,0,0.73,0,9,0,0.23,0
BR,"Movies, Books & Other Entertainment","BR|Movies, Books & Other Entertainment",41.00,41.00,82.00,71.00,16886.00,100%,411.85,237.83,5.8,"5,637",0.33,"2,464",0.15,"7,915",111.48,193.05,2.72,275,3.87,6.71,0.09,489,6.89,11.93,0.17
CA,"Movies, Books & Other Entertainment","CA|Movies, Books & Other Entertainment",41.00,41.00,378.00,366.00,89134.00,100%,"2,174.00",243.54,5.94,"35,898",0.4,"10,847",0.12,"53,989",147.51,"1,316.80",3.6,"2,700",7.38,65.85,0.18,"1,649",4.51,40.22,0.11
CH,"Movies, Books & Other Entertainment","CH|Movies, Books & Other Entertainment",41.00,41.00,5.00,4.00,589.00,100%,14.37,147.25,3.59,233,0.4,67,0.11,384,96,9.37,2.34,18,4.5,0.44,0.11,36,9,0.88,0.22
CL,"Movies, Books & Other Entertainment","CL|Movies, Books & Other Entertainment",41.00,41.00,9.00,9.00,16986.00,100%,414.29,"1,887.33",46.03,"1,247",0.07,367,0.02,"14,462","1,606.89",352.73,39.19,741,82.33,18.07,2.01,68,7.56,1.66,0.18
CO,"Movies, Books & Other Entertainment","CO|Movies, Books & Other Entertainment",41.00,41.00,30.00,29.00,24768.00,100%,604.1,854.07,20.83,"4,486",0.18,"1,447",0.06,"10,557",364.03,257.49,8.88,"2,659",91.69,64.85,2.24,324,11.17,7.9,0.27
CZ,"Movies, Books & Other Entertainment","CZ|Movies, Books & Other Entertainment",41.00,41.00,2.00,2.00,1617.00,100%,39.44,808.5,19.72,15,0.01,0,0,20,10,0.49,0.24,0,0,0,0,0,0,0,0
DE,"Movies, Books & Other Entertainment","DE|Movies, Books & Other Entertainment",41.00,41.00,161.00,147.00,24472.00,100%,596.88,166.48,4.06,"5,765",0.24,"6,269",0.26,"9,395",63.91,229.15,1.56,463,3.15,11.29,0.08,752,5.12,18.34,0.12
DJ,"Movies, Books & Other Entertainment","DJ|Movies, Books & Other Entertainment",41.00,18.00,1.00,1.00,50.00,44%,2.78,50,2.78,111,2.22,19,0.38,40,40,2.22,2.22,9,9,0.5,0.5,3,3,0.17,0.17
DK,"Movies, Books & Other Entertainment","DK|Movies, Books & Other Entertainment",41.00,37.00,1.00,1.00,71.00,90%,1.92,71,1.92,5,0.07,6,0.08,19,19,0.51,0.51,24,24,0.65,0.65,9,9,0.24,0.24
EG,"Movies, Books & Other Entertainment","EG|Movies, Books & Other Entertainment",41.00,41.00,4.00,4.00,2267.00,100%,55.29,566.75,13.82,"8,495",3.75,149,0.07,"2,582",645.5,62.98,15.74,23,5.75,0.56,0.14,9,2.25,0.22,0.05
ES,"Movies, Books & Other Entertainment","ES|Movies, Books & Other Entertainment",41.00,41.00,198.00,190.00,53624.00,100%,"1,307.90",282.23,6.88,"40,592",0.76,"11,209",0.21,"43,743",230.23,"1,066.90",5.62,"2,840",14.95,69.27,0.36,"1,888",9.94,46.05,0.24
EU,"Movies, Books & Other Entertainment","EU|Movies, Books & Other Entertainment",41.00,30.00,1.00,1.00,39.00,73%,1.3,39,1.3,2,0.05,95,2.44,32,32,1.07,1.07,0,0,0,0,1,1,0.03,0.03
FI,"Movies, Books & Other Entertainment","FI|Movies, Books & Other Entertainment",41.00,40.00,8.00,8.00,322.00,98%,8.05,40.25,1.01,100,0.31,28,0.09,100,12.5,2.5,0.31,33,4.13,0.83,0.1,12,1.5,0.3,0.04
FM,"Movies, Books & Other Entertainment","FM|Movies, Books & Other Entertainment",41.00,28.00,3.00,2.00,94.00,68%,3.36,47,1.68,291,3.1,2,0.02,230,115,8.21,4.11,2,1,0.07,0.04,10,5,0.36,0.18
FR,"Movies, Books & Other Entertainment","FR|Movies, Books & Other Entertainment",41.00,41.00,279.00,269.00,54186.00,100%,"1,321.61",201.43,4.91,"28,422",0.52,"10,005",0.18,"50,557",187.94,"1,233.10",4.58,"3,238",12.04,78.98,0.29,"2,183",8.12,53.24,0.2
GB,"Movies, Books & Other Entertainment","GB|Movies, Books & Other Entertainment",41.00,41.00,541.00,500.00,87296.00,100%,"2,129.17",174.59,4.26,"54,633",0.63,"55,111",0.63,"68,736",137.47,"1,676.49",3.35,"5,583",11.17,136.17,0.27,"3,157",6.31,77,0.15
GH,"Movies, Books & Other Entertainment","GH|Movies, Books & Other Entertainment",41.00,40.00,2.00,1.00,9197.00,98%,229.93,"9,197.00",229.93,"2,407",0.26,25,0,"5,445","5,445.00",136.13,136.13,4,4,0.1,0.1,11,11,0.28,0.28
HK,"Movies, Books & Other Entertainment","HK|Movies, Books & Other Entertainment",41.00,21.00,1.00,1.00,26.00,51%,1.24,26,1.24,19,0.73,3,0.12,45,45,2.14,2.14,0,0,0,0,1,1,0.05,0.05
HT,"Movies, Books & Other Entertainment","HT|Movies, Books & Other Entertainment",41.00,27.00,2.00,1.00,78.00,66%,2.89,78,2.89,21,0.27,26,0.33,12,12,0.44,0.44,1,1,0.04,0.04,0,0,0,0
ID,"Movies, Books & Other Entertainment","ID|Movies, Books & Other Entertainment",41.00,41.00,17.00,17.00,25030.00,100%,610.49,"1,472.35",35.91,"7,017",0.28,985,0.04,"15,762",927.18,384.44,22.61,215,12.65,5.24,0.31,406,23.88,9.9,0.58
IE,"Movies, Books & Other Entertainment","IE|Movies, Books & Other Entertainment",41.00,41.00,50.00,47.00,23104.00,100%,563.51,491.57,11.99,"6,558",0.28,"3,346",0.14,"12,762",271.53,311.27,6.62,"1,092",23.23,26.63,0.57,631,13.43,15.39,0.33
IL,"Movies, Books & Other Entertainment","IL|Movies, Books & Other Entertainment",41.00,40.00,1.00,0.00,2335.00,98%,58.38,0,0,"1,354",0.58,50,0.02,352,0,8.8,0,0,0,0,0,35,0,0.88,0
IN,"Movies, Books & Other Entertainment","IN|Movies, Books & Other Entertainment",41.00,41.00,19.00,18.00,2296.00,100%,56,127.56,3.11,"1,217",0.53,"1,165",0.51,"1,856",103.11,45.27,2.51,147,8.17,3.59,0.2,253,14.06,6.17,0.34
IO,"Movies, Books & Other Entertainment","IO|Movies, Books & Other Entertainment",41.00,0.00,4.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT,"Movies, Books & Other Entertainment","IT|Movies, Books & Other Entertainment",41.00,41.00,71.00,68.00,14323.00,100%,349.34,210.63,5.14,"5,638",0.39,"2,031",0.14,"11,094",163.15,270.59,3.98,708,10.41,17.27,0.25,633,9.31,15.44,0.23
JO,"Movies, Books & Other Entertainment","JO|Movies, Books & Other Entertainment",41.00,41.00,7.00,7.00,2500.00,100%,60.98,357.14,8.71,90,0.04,92,0.04,"1,525",217.86,37.2,5.31,0,0,0,0,33,4.71,0.8,0.11
JP,"Movies, Books & Other Entertainment","JP|Movies, Books & Other Entertainment",41.00,41.00,256.00,239.00,40607.00,100%,990.41,169.9,4.14,"14,570",0.36,"3,800",0.09,"20,933",87.59,510.56,2.14,26,0.11,0.63,0,305,1.28,7.44,0.03
KE,"Movies, Books & Other Entertainment","KE|Movies, Books & Other Entertainment",41.00,41.00,7.00,7.00,14746.00,100%,359.66,"2,106.57",51.38,"46,639",3.16,635,0.04,"13,229","1,889.86",322.66,46.09,37,5.29,0.9,0.13,61,8.71,1.49,0.21
